"","x"
"1607","B-PB2_339_aligned_853_R_0_365_0"
"1608","B-PA_254_aligned_861_R_0_261_0"
"1609","B-PB2_21_aligned_869_F_0_372_0"
"1610","B-NA_1_aligned_877_F_0_397_0"
"1611","B-HA_300_aligned_884_R_0_266_0"
"1612","B-NS_284_aligned_892_R_0_210_0"
"1613","B-NP_368_aligned_898_R_0_203_0"
"1614","B-PA_185_aligned_905_F_0_145_0"
"1615","B-MP_378_aligned_913_F_0_226_0"
"1616","B-MP_199_aligned_922_R_0_234_0"
"1617","B-PA_527_aligned_934_F_0_144_0"
"1618","B-PB2_1917_aligned_941_F_0_340_0"
"1619","B-NP_1241_aligned_949_F_0_175_0"
"1620","B-PB1_458_aligned_956_R_0_150_0"
"1621","B-PB1_598_aligned_963_R_0_193_0"
"1622","B-PA_1347_aligned_971_F_0_293_0"
"1623","B-PA_896_aligned_979_F_0_172_0"
"1624","B-HA_792_aligned_992_R_0_271_0"
"1625","B-NA_281_aligned_998_F_0_333_0"
"1626","B-HA_68_aligned_1005_F_0_267_0"
"1627","B-NP_669_aligned_1013_F_0_221_0"
"1628","B-PA_1331_aligned_1026_R_0_141_0"
"1629","B-NA_120_aligned_1034_R_0_192_0"
"1630","B-PA_555_aligned_1043_R_0_175_0"
"1631","B-PB2_1933_aligned_1049_F_0_210_0"
"1632","B-NA_141_aligned_1057_R_0_173_0"
"1633","B-PA_1065_aligned_1063_F_0_243_0"
"1634","B-PA_346_aligned_1073_F_0_315_0"
"1635","B-MP_791_aligned_1081_R_0_91_0"
"1636","B-HA_589_aligned_1089_R_0_194_0"
"1637","B-MP_235_aligned_1097_R_0_386_0"
"1638","B-PB1_1419_aligned_1105_F_0_231_0"
"1639","B-PA_611_aligned_1113_F_0_166_0"
"1640","B-PA_142_aligned_1120_F_0_385_0"
"1641","B-PB1_1203_aligned_1128_R_0_158_0"
"1642","B-PA_1664_aligned_1136_R_0_184_0"
"1643","B-PB1_530_aligned_1144_R_0_90_0"
"1644","B-NP_728_aligned_1150_F_0_257_0"
"1645","B-HA_373_aligned_1156_R_0_247_0"
"1646","B-MP_305_aligned_1166_R_0_320_0"
"1647","B-NP_441_aligned_1175_R_0_118_0"
"1648","B-HA_140_aligned_1185_R_0_272_0"
"1649","B-NA_86_aligned_1193_R_0_297_0"
"1650","B-PB2_232_aligned_1200_R_0_369_0"
"1651","B-PA_1616_aligned_1207_F_0_243_0"
"1652","B-HA_906_aligned_1216_F_0_178_0"
"1653","B-NP_857_aligned_1222_F_0_189_0"
"1654","B-PA_837_aligned_1230_F_0_304_0"
"1655","B-PB2_1359_aligned_1237_F_0_138_0"
"1656","B-PA_1551_aligned_1245_F_0_145_0"
"1657","B-HA_811_aligned_1253_F_0_202_0"
"1658","B-NA_659_aligned_1261_F_0_391_0"
"1659","B-HA_1207_aligned_1269_R_0_316_0"
"1660","B-NA_595_aligned_1277_R_0_153_0"
"1661","B-HA_569_aligned_1285_R_0_394_0"
"1662","B-NP_844_aligned_1294_R_0_272_0"
"1663","B-PA_1753_aligned_1301_F_0_248_0"
"1664","B-PB1_364_aligned_1309_R_0_236_0"
"1665","B-NA_235_aligned_1317_R_0_282_0"
"1666","B-NP_1064_aligned_1326_F_0_157_0"
"1667","B-NA_103_aligned_1334_F_0_327_0"
"1668","B-PB1_1623_aligned_1342_F_0_230_0"
"1669","B-PB2_680_aligned_1350_F_0_100_0"
"1670","B-MP_584_aligned_1358_R_0_184_0"
"1671","B-NP_672_aligned_1366_R_0_193_0"
"1672","B-PB1_1183_aligned_1374_R_0_356_0"
"1673","B-PA_1336_aligned_1382_R_0_214_0"
"1674","B-HA_552_aligned_1390_R_0_176_0"
"1675","B-PB2_509_aligned_1398_F_0_319_0"
"1676","B-NP_1414_aligned_1406_F_0_268_0"
"1677","B-PB1_330_aligned_1414_F_0_379_0"
"1678","B-PB2_632_aligned_1422_F_0_304_0"
"1679","B-PB2_1094_aligned_1430_F_0_363_0"
"1680","B-MP_328_aligned_1438_F_0_389_0"
"1681","B-PA_229_aligned_1446_F_0_141_0"
"1682","B-PB2_1526_aligned_1454_R_0_246_0"
"1683","B-PB2_1424_aligned_1462_F_0_377_0"
"1684","B-PB1_1797_aligned_1469_R_0_350_0"
"1685","B-PA_1082_aligned_1478_R_0_191_0"
"1686","B-PA_1705_aligned_1486_R_0_176_0"
"1687","B-PB1_1324_aligned_1494_F_0_321_0"
"1688","B-PB2_777_aligned_1502_R_0_188_0"
"1689","B-PB1_1685_aligned_1510_R_0_153_0"
"1690","B-PA_28_aligned_1518_F_0_153_0"
"1691","B-PB1_193_aligned_1526_R_0_162_0"
"1692","B-PB2_988_aligned_1532_R_0_199_0"
"1693","B-NA_649_aligned_1540_F_0_269_0"
"1694","B-NA_18_aligned_1548_R_0_240_0"
"1695","B-PA_678_aligned_1556_R_0_217_0"
"1696","B-PA_1424_aligned_1564_F_0_363_0"
"1697","B-PB2_991_aligned_1573_R_0_404_0"
"1698","B-PB1_572_aligned_1581_F_0_152_0"
"1699","B-NA_355_aligned_1589_R_0_385_0"
"1700","B-PB1_1866_aligned_1597_R_0_340_0"
"1701","B-PB2_686_aligned_1605_R_0_373_0"
"1702","B-NA_674_aligned_1613_F_0_220_0"
"1703","B-NP_962_aligned_1621_R_0_249_0"
"1704","B-NA_471_aligned_1629_F_0_274_0"
"1705","B-HA_1580_aligned_1637_F_0_95_0"
"1706","B-MP_326_aligned_1645_F_0_291_0"
"1707","B-HA_1085_aligned_1653_R_0_311_0"
"1708","B-PB2_1_aligned_1661_R_0_244_0"
"1709","B-PB1_1989_aligned_1669_R_0_170_0"
"1710","B-PB1_51_aligned_1676_R_0_232_0"
"1711","B-PB2_1487_aligned_1684_R_0_318_0"
"1712","B-PB1_942_aligned_1693_R_0_238_0"
"1713","B-PA_1480_aligned_1706_R_0_177_0"
"1714","B-PB2_153_aligned_1715_F_0_210_0"
"1715","B-NP_280_aligned_1724_F_0_283_0"
"1716","B-PB2_566_aligned_1732_R_0_331_0"
"1717","B-PB1_606_aligned_1738_F_0_153_0"
"1718","B-NP_151_aligned_1744_R_0_117_0"
"1719","B-NS_838_aligned_1751_F_0_195_0"
"1720","B-PB2_12_aligned_1758_F_0_69_0"
"1721","B-HA_974_aligned_1765_F_0_406_0"
"1722","B-HA_1159_aligned_1772_F_0_158_0"
"1723","B-PB2_922_aligned_1782_R_0_372_0"
"1724","B-HA_403_aligned_1791_R_0_243_0"
"1725","B-PB1_1202_aligned_1800_R_0_137_0"
"1726","B-PA_1014_aligned_1808_F_0_346_0"
"1727","B-PB1_752_aligned_1817_F_0_258_0"
"1728","B-PB1_1123_aligned_1827_R_0_126_0"
"1729","B-PB1_1887_aligned_1834_F_0_332_0"
"1730","B-PA_779_aligned_1843_R_0_276_0"
"1731","B-PB1_783_aligned_1850_R_0_288_0"
"1732","B-PB2_44_aligned_1858_F_0_402_0"
"1733","B-NP_867_aligned_1864_R_0_123_0"
"1734","B-PB2_0_aligned_1870_R_0_268_0"
"1735","B-PB2_2094_aligned_1884_F_0_165_0"
"1736","B-PB1_901_aligned_1893_F_0_257_0"
"1737","B-PB1_293_aligned_1901_R_0_183_0"
"1738","B-HA_1366_aligned_1908_R_0_285_0"
"1739","B-PB2_1023_aligned_1920_F_0_231_0"
"1740","B-PB2_424_aligned_1927_F_0_196_0"
"1741","B-PA_1765_aligned_1933_F_0_280_0"
"1742","B-PA_48_aligned_1943_R_0_393_0"
"1743","B-NA_156_aligned_1954_F_0_263_0"
"1744","B-PB2_1399_aligned_1962_R_0_359_0"
"1745","B-PB1_1131_aligned_1969_F_0_360_0"
"1746","B-MP_758_aligned_1977_F_0_258_0"
"1747","B-MP_158_aligned_1984_R_0_149_0"
"1748","B-PA_30_aligned_1989_F_0_82_0"
"1749","B-PB2_1263_aligned_1994_R_0_203_0"
"1750","B-NP_1466_aligned_1998_F_0_152_0"
"1751","B-PB1_1091_aligned_7_F_0_318_0"
"1752","B-PB2_649_aligned_17_F_0_293_0"
"1753","B-NS_424_aligned_25_R_0_342_0"
"1754","B-PB1_600_aligned_33_R_0_170_0"
"1755","B-PA_94_aligned_41_F_0_304_0"
"1756","B-NA_426_aligned_49_F_0_385_0"
"1757","B-NP_303_aligned_57_R_0_284_0"
"1758","B-NP_179_aligned_65_R_0_191_0"
"1759","B-MP_31_aligned_73_F_0_264_0"
"1760","B-PB2_1539_aligned_80_R_0_216_0"
"1761","B-PB1_617_aligned_88_R_0_334_0"
"1762","B-NS_153_aligned_96_R_0_274_0"
"1763","B-PB2_979_aligned_104_R_0_188_0"
"1764","B-PA_1182_aligned_113_F_0_309_0"
"1765","B-NA_127_aligned_121_F_0_191_0"
"1766","B-PB1_1192_aligned_129_R_0_243_0"
"1767","B-HA_262_aligned_137_F_0_183_0"
"1768","B-PA_1157_aligned_146_R_0_348_0"
"1769","B-PB1_1575_aligned_154_R_0_248_0"
"1770","B-HA_1519_aligned_161_R_0_235_0"
"1771","B-NA_462_aligned_169_F_0_372_0"
"1772","B-NS_556_aligned_175_F_0_331_0"
"1773","B-HA_911_aligned_185_F_0_364_0"
"1774","B-NP_1064_aligned_193_F_0_262_0"
"1775","B-HA_443_aligned_200_F_0_311_0"
"1776","B-PB1_987_aligned_207_R_0_255_0"
"1777","B-PB1_140_aligned_216_R_0_233_0"
"1778","B-PB2_67_aligned_224_F_0_54_0"
"1779","B-HA_470_aligned_232_F_0_133_0"
"1780","B-HA_1084_aligned_240_F_0_378_0"
"1781","B-PA_342_aligned_247_F_0_312_0"
"1782","B-PB2_925_aligned_255_F_0_178_0"
"1783","B-HA_35_aligned_262_R_0_206_0"
"1784","B-PA_1378_aligned_269_F_0_327_0"
"1785","B-NP_833_aligned_276_F_0_218_0"
"1786","B-PB2_1072_aligned_284_R_0_243_0"
"1787","B-NP_396_aligned_295_R_0_395_0"
"1788","B-PB2_214_aligned_302_F_0_141_0"
"1789","B-PA_373_aligned_310_F_0_396_0"
"1790","B-PB2_1302_aligned_321_R_0_233_0"
"1791","B-PB2_1064_aligned_328_F_0_173_0"
"1792","B-HA_224_aligned_336_F_0_390_0"
"1793","B-HA_1299_aligned_344_R_0_327_0"
"1794","B-NP_921_aligned_351_F_0_389_0"
"1795","B-NA_733_aligned_358_F_0_387_0"
"1796","B-PB1_451_aligned_365_F_0_290_0"
"1797","B-NP_302_aligned_372_R_0_381_0"
"1798","B-PA_1365_aligned_380_R_0_298_0"
"1799","B-PA_1388_aligned_388_F_0_233_0"
"1800","B-NS_157_aligned_396_R_0_304_0"
"1801","B-PB2_627_aligned_403_R_0_280_0"
"1802","B-HA_96_aligned_415_F_0_332_0"
"1803","B-NS_134_aligned_421_F_0_259_0"
"1804","B-MP_115_aligned_428_R_0_390_0"
"1805","B-PB1_1359_aligned_435_R_0_222_0"
"1806","B-MP_157_aligned_445_R_0_184_0"
"1807","B-NA_991_aligned_452_R_0_156_0"
"1808","B-PA_582_aligned_461_F_0_227_0"
"1809","B-PB1_664_aligned_469_R_0_380_0"
"1810","B-PB1_607_aligned_476_R_0_222_0"
"1811","B-HA_1567_aligned_484_R_0_179_0"
"1812","B-PB2_92_aligned_491_F_0_180_0"
"1813","B-NA_281_aligned_498_F_0_338_0"
"1814","B-PA_1841_aligned_507_R_0_278_0"
"1815","B-MP_215_aligned_516_F_0_145_0"
"1816","B-MP_718_aligned_525_R_0_228_0"
"1817","B-HA_1281_aligned_533_R_0_384_0"
"1818","B-NA_789_aligned_540_R_0_169_0"
"1819","B-HA_1000_aligned_546_F_0_277_0"
"1820","B-PB1_789_aligned_553_R_0_352_0"
"1821","B-NP_770_aligned_561_F_0_217_0"
"1822","B-NS_614_aligned_570_R_0_257_0"
"1823","B-PB1_1215_aligned_579_R_0_207_0"
"1824","B-HA_1157_aligned_586_F_0_215_0"
"1825","B-PB1_1493_aligned_594_R_0_161_0"
"1826","B-PA_180_aligned_602_F_0_373_0"
"1827","B-HA_1490_aligned_610_F_0_212_0"
"1828","B-PB1_1315_aligned_618_R_0_359_0"
"1829","B-PB1_871_aligned_626_F_0_328_0"
"1830","B-NA_28_aligned_633_R_0_370_0"
"1831","B-PB1_1134_aligned_640_F_0_394_0"
"1832","B-PA_997_aligned_647_F_0_368_0"
"1833","B-NA_793_aligned_657_R_0_318_0"
"1834","B-NA_841_aligned_665_F_0_292_0"
"1835","B-MP_58_aligned_673_F_0_114_0"
"1836","B-PB2_1061_aligned_680_F_0_305_0"
"1837","B-MP_165_aligned_688_F_0_398_0"
"1838","B-PB1_1152_aligned_697_F_0_333_0"
"1839","B-PA_84_aligned_705_R_0_267_0"
"1840","B-PB2_1803_aligned_715_R_0_297_0"
"1841","B-PB1_1773_aligned_721_F_0_312_0"
"1842","B-MP_310_aligned_728_R_0_270_0"
"1843","B-NA_849_aligned_736_R_0_356_0"
"1844","B-PB2_1471_aligned_744_R_0_183_0"
"1845","B-HA_974_aligned_753_R_0_403_0"
"1846","B-NS_347_aligned_762_R_0_309_0"
"1847","B-HA_17_aligned_770_F_0_305_0"
"1848","B-PB1_162_aligned_780_R_0_179_0"
"1849","B-PA_176_aligned_790_R_0_346_0"
"1850","B-NA_944_aligned_797_F_0_346_0"
"1851","B-NA_713_aligned_805_R_0_164_0"
"1852","B-PB1_2074_aligned_815_R_0_134_0"
"1853","B-MP_133_aligned_823_R_0_370_0"
"1854","B-NP_1431_aligned_829_F_0_161_0"
"1855","B-PA_751_aligned_837_R_0_294_0"
"1856","B-NP_1269_aligned_845_R_0_265_0"
"1857","B-NS_411_aligned_852_F_0_233_0"
"1858","B-PA_292_aligned_860_R_0_133_0"
"1859","B-NA_279_aligned_868_F_0_332_0"
"1860","B-PB2_696_aligned_873_R_0_141_0"
"1861","B-PB2_1060_aligned_883_F_0_318_0"
"1862","B-PA_1766_aligned_891_F_0_201_0"
"1863","B-PB1_110_aligned_899_R_0_323_0"
"1864","B-PB1_1495_aligned_908_R_0_157_0"
"1865","B-PB1_916_aligned_916_F_0_398_0"
"1866","B-PB1_261_aligned_924_F_0_386_0"
"1867","B-PB1_888_aligned_930_F_0_125_0"
"1868","B-NS_710_aligned_937_F_0_155_0"
"1869","B-PB1_274_aligned_945_R_0_333_0"
"1870","B-PB1_652_aligned_953_F_0_406_0"
"1871","B-PB1_1791_aligned_960_F_0_265_0"
"1872","B-NP_234_aligned_970_R_0_328_0"
"1873","B-PB1_1111_aligned_978_R_0_298_0"
"1874","B-NP_866_aligned_985_R_0_238_0"
"1875","B-MP_717_aligned_993_F_0_306_0"
"1876","B-HA_904_aligned_1001_R_0_204_0"
"1877","B-NA_80_aligned_1009_F_0_156_0"
"1878","B-NP_1351_aligned_1015_R_0_126_0"
"1879","B-NP_1077_aligned_1023_F_0_314_0"
"1880","B-NP_1001_aligned_1031_R_0_277_0"
"1881","B-NP_480_aligned_1039_R_0_80_0"
"1882","B-PA_1375_aligned_1045_F_0_253_0"
"1883","B-NP_1110_aligned_1052_F_0_212_0"
"1884","B-PB2_262_aligned_1059_R_0_234_0"
"1885","B-PB2_2129_aligned_1067_R_0_108_0"
"1886","B-MP_837_aligned_1076_R_0_161_0"
"1887","B-HA_1485_aligned_1083_F_0_241_0"
"1888","B-PB2_1988_aligned_1090_R_0_177_0"
"1889","B-NP_1036_aligned_1098_F_0_219_0"
"1890","B-PB1_1343_aligned_1104_R_0_120_0"
"1891","B-PB1_1262_aligned_1112_F_0_161_0"
"1892","B-PB2_1195_aligned_1124_F_0_304_0"
"1893","B-MP_765_aligned_1132_F_0_197_0"
"1894","B-NP_613_aligned_1139_R_0_166_0"
"1895","B-HA_234_aligned_1148_F_0_251_0"
"1896","B-PB2_1451_aligned_1155_F_0_364_0"
"1897","B-NS_734_aligned_1163_R_0_74_0"
"1898","B-MP_195_aligned_1171_R_0_371_0"
"1899","B-PB2_376_aligned_1180_F_0_393_0"
"1900","B-HA_554_aligned_1189_F_0_239_0"
"1901","B-PB1_1582_aligned_1196_F_0_333_0"
"1902","B-NS_522_aligned_1204_F_0_392_0"
"1903","B-NP_883_aligned_1212_F_0_273_0"
"1904","B-HA_135_aligned_1220_R_0_301_0"
"1905","B-NA_815_aligned_1228_F_0_173_0"
"1906","B-PA_213_aligned_1236_F_0_325_0"
"1907","B-HA_104_aligned_1244_F_0_246_0"
"1908","B-PB1_454_aligned_1252_R_0_248_0"
"1909","B-HA_571_aligned_1260_F_0_263_0"
"1910","B-PA_455_aligned_1268_F_0_274_0"
"1911","B-PA_39_aligned_1276_R_0_159_0"
"1912","B-NP_856_aligned_1284_F_0_346_0"
"1913","B-PA_682_aligned_1292_R_0_128_0"
"1914","B-PB2_114_aligned_1300_R_0_283_0"
"1915","B-PA_142_aligned_1308_F_0_95_0"
"1916","B-HA_1140_aligned_1316_F_0_191_0"
"1917","B-NP_837_aligned_1324_F_0_140_0"
"1918","B-HA_114_aligned_1332_F_0_392_0"
"1919","B-NA_144_aligned_1340_R_0_306_0"
"1920","B-PB1_563_aligned_1348_F_0_197_0"
"1921","B-NA_1019_aligned_1356_R_0_165_0"
"1922","B-PB2_1627_aligned_1364_R_0_161_0"
"1923","B-PA_1468_aligned_1372_F_0_158_0"
"1924","B-NP_606_aligned_1380_R_0_204_0"
"1925","B-PB1_2059_aligned_1388_F_0_147_0"
"1926","B-PA_107_aligned_1396_F_0_178_0"
"1927","B-PB2_942_aligned_1404_R_0_223_0"
"1928","B-PB1_402_aligned_1410_R_0_213_0"
"1929","B-PA_830_aligned_1419_R_0_292_0"
"1930","B-PB1_891_aligned_1426_R_0_274_0"
"1931","B-PB2_216_aligned_1436_R_0_297_0"
"1932","B-PB1_233_aligned_1444_R_0_221_0"
"1933","B-NP_1218_aligned_1452_F_0_343_0"
"1934","B-NP_1120_aligned_1460_R_0_249_0"
"1935","B-PA_300_aligned_1467_F_0_238_0"
"1936","B-MP_85_aligned_1475_F_0_138_0"
"1937","B-MP_549_aligned_1483_R_0_193_0"
"1938","B-MP_69_aligned_1491_F_0_360_0"
"1939","B-HA_1600_aligned_1499_F_0_110_0"
"1940","B-PA_1106_aligned_1507_F_0_206_0"
"1941","B-MP_77_aligned_1515_R_0_378_0"
"1942","B-PB1_852_aligned_1523_F_0_199_0"
"1943","B-PA_1908_aligned_1531_F_0_109_0"
"1944","B-NS_506_aligned_1539_R_0_216_0"
"1945","B-PA_104_aligned_1547_F_0_375_0"
"1946","B-PA_1682_aligned_1555_R_0_155_0"
"1947","B-PB1_833_aligned_1562_R_0_165_0"
"1948","B-MP_3_aligned_1570_R_0_306_0"
"1949","B-MP_626_aligned_1579_R_0_363_0"
"1950","B-PB1_1991_aligned_1587_F_0_233_0"
"1951","B-NA_685_aligned_1594_F_0_279_0"
"1952","B-PB2_1594_aligned_1603_R_0_226_0"
"1953","B-HA_594_aligned_1611_R_0_348_0"
"1954","B-HA_1310_aligned_1619_R_0_166_0"
"1955","B-PB1_941_aligned_1627_F_0_102_0"
"1956","B-PB2_1424_aligned_1635_F_0_182_0"
"1957","B-HA_1174_aligned_1643_R_0_176_0"
"1958","B-PB2_570_aligned_1650_R_0_167_0"
"1959","B-PB2_1744_aligned_1657_F_0_169_0"
"1960","B-PB2_1266_aligned_1665_F_0_247_0"
"1961","B-PB2_1410_aligned_1673_R_0_260_0"
"1962","B-PA_1529_aligned_1680_F_0_230_0"
"1963","B-HA_1120_aligned_1687_F_0_187_0"
"1964","B-HA_1294_aligned_1695_R_0_376_0"
"1965","B-HA_1564_aligned_1703_F_0_133_0"
"1966","B-PB1_208_aligned_1710_R_0_324_0"
"1967","B-PA_1825_aligned_1719_F_0_132_0"
"1968","B-HA_1149_aligned_1726_R_0_294_0"
"1969","B-PB1_456_aligned_1733_R_0_238_0"
"1970","B-MP_1_aligned_1741_F_0_241_0"
"1971","B-PA_263_aligned_1748_R_0_352_0"
"1972","B-PB2_1335_aligned_1757_R_0_208_0"
"1973","B-MP_398_aligned_1764_F_0_408_0"
"1974","B-PB2_1599_aligned_1775_F_0_199_0"
"1975","B-PB2_806_aligned_1783_F_0_209_0"
"1976","B-NP_759_aligned_1790_F_0_327_0"
"1977","B-HA_572_aligned_1797_R_0_177_0"
"1978","B-MP_281_aligned_1804_F_0_227_0"
"1979","B-PB2_2158_aligned_1812_F_0_112_0"
"1980","B-PA_327_aligned_1819_R_0_248_0"
"1981","B-PA_110_aligned_1829_F_0_160_0"
"1982","B-PB2_2178_aligned_1836_F_0_135_0"
"1983","B-HA_1264_aligned_1845_F_0_292_0"
"1984","B-MP_430_aligned_1853_F_0_135_0"
"1985","B-PB2_809_aligned_1869_R_0_195_0"
"1986","B-NS_762_aligned_1874_R_0_178_0"
"1987","B-NP_301_aligned_1878_R_0_215_0"
"1988","B-PA_387_aligned_1882_R_0_165_0"
"1989","B-PB1_1345_aligned_1890_R_0_353_0"
"1990","B-PB2_1728_aligned_1897_R_0_300_0"
"1991","B-NP_543_aligned_1906_F_0_130_0"
"1992","B-PA_819_aligned_1915_R_0_330_0"
"1993","B-PB2_1625_aligned_1921_R_0_255_0"
"1994","B-PB2_245_aligned_1930_F_0_357_0"
"1995","B-PB2_637_aligned_1938_F_0_401_0"
"1996","B-HA_385_aligned_1946_R_0_331_0"
"1997","B-PB2_65_aligned_1953_R_0_235_0"
"1998","B-PA_1343_aligned_1961_F_0_301_0"
"1999","B-MP_799_aligned_1967_R_0_218_0"
"2000","B-PB2_819_aligned_1976_F_0_254_0"
